index,chemostat,treatment,block,round,gen,age.at.maturity,m.length,sac.area,egg.mean,egg.sd,bad.angle,eggs.damaged,fuzzy.eggs
123,9,l,3,1,2,22,0.6731,0.0345,0.05972,0.008240523,1,,
124,9,l,3,1,2,22,0.7321,0.0521,0.05696,0.008529322,1,,
125,9,l,3,1,2,22,0.8089,0.0527,0.06044,0.008556505,,,
126,9,l,3,1,2,24,0.7836,0.0507,0.05109,0.005659103,1,,
127,9,l,3,1,2,24,0.7152,0.0406,0.04943,0.006180264,1,,
128,9,l,3,1,2,22,0.7178,0.0516,0.05303,0.006661173,,,
129,9,l,3,1,2,24,0.7755,0.0484,0.06058,0.005369627,1,,
130,9,l,3,1,2,22,0.7821,0.0606,0.05843,0.00486508,1,,
131,9,l,3,1,2,22,0.7305,0.0456,0.05651,0.006742312,,,
132,9,l,3,1,2,22,0.7934,0.0694,0.06457,0.007010793,1,,
133,9,l,3,1,2,22,0.7269,0.0509,0.05504,0.007317134,,,
134,9,l,3,1,2,22,0.7168,0.0589,0.06244,0.010123482,1,,
135,9,l,3,1,2,27,0.7154,0.0327,0.06005,0.007158406,,,
136,9,l,3,1,2,27,0.7301,0.0496,0.06327,0.00280002,1,,
137,10,l,3,1,2,18,0.77,0.0671,0.05476,0.010110083,,,
138,10,l,3,1,2,19,0.7792,0.0553,0.05625,0.003703527,,,
139,10,l,3,1,2,19,0.8012,0.0729,0.0632,0.004487514,,,
140,10,l,3,1,2,11,0.7426,0.0791,0.05645,0.006092299,,,
141,10,l,3,1,2,11,0.7546,0.0742,0.04819,0.005497565,,,
142,10,l,3,1,2,12,0.7409,0.0689,0.05672,0.007868616,,,
143,10,l,3,1,2,13,0.7472,0.0585,0.05363,0.0080435,,,
144,10,l,3,1,2,13,0.7991,0.0701,0.06031,0.007677883,,,
145,10,l,3,1,2,14,0.7332,0.056,0.06581,0.005301247,,,
146,10,l,3,1,2,20,0.7748,0.0455,0.0655,0.005258327,,,
147,10,l,3,1,2,16,0.7347,0.0503,0.058666667,0.008028076,,,1
148,10,l,3,1,2,21,0.8271,0.0581,0.063366667,0.008499559,,,
149,10,l,3,1,2,22,0.7396,0.0442,0.05162,0.010926502,,,
150,10,l,3,1,2,25,0.8072,0.022,0.064266667,0.001945936,,,
151,11,h,3,1,2,19,0.8057,0.0588,0.05259,0.008298253,,,
152,11,h,3,1,2,28,0.7581,0.0567,0.05947,0.003335349,1,,
153,11,h,3,1,2,29,0.9094,0.0625,0.04615,0.005629338,,,
154,11,h,3,1,2,30,0.7643,0.0526,0.0611,0.006993489,1,,
155,11,h,3,1,2,31,0.7636,0.0425,0.05601,0.006992607,,,
156,11,h,3,1,2,33,0.7401,0.048,0.04829,0.005068519,1,,
157,11,h,3,1,2,34,0.7733,0.0578,0.06093,0.005427922,1,,
158,11,h,3,1,2,34,0.8158,0.0288,0.060388889,0.005222414,,1,
159,11,h,3,1,2,20,0.7775,0.0647,0.06001,0.008233596,,,
160,11,h,3,1,2,20,0.8518,0.03,0.05502,0.00349024,,1,
161,11,h,3,1,2,20,0.7413,0.0565,0.05621,0.010530321,,,
162,11,h,3,1,2,20,0.8184,0.0663,0.0517,0.004379751,,,
163,11,h,3,1,2,17,0.825,0.0395,0.05545,0.005080737,,,
164,11,h,3,1,2,17,0.7693,0.0336,0.062983333,0.012931731,,1,
165,11,h,3,1,2,17,0.7201,0.0352,0.060133333,0.013052918,,1,
166,11,h,3,1,2,18,0.7629,0.0414,0.059957143,0.00622384,,,
167,11,h,3,1,2,18,0.7749,0.0575,0.06216,0.008688588,,,
168,11,h,3,1,2,18,0.7965,0.0642,0.06026,0.00962118,,,
169,11,h,3,1,2,22,0.7421,0.0185,0.06714,0.005500727,,1,
170,11,h,3,1,2,25,0.8008,0.0184,0.056157143,0.005356883,,1,
171,11,h,3,1,2,26,0.9116,0.0644,0.0506,0.007217263,1,,
172,11,h,3,1,2,27,0.7673,0.0434,0.05811,0.009074194,,,
173,11,h,3,1,2,22,0.7198,0.0592,0.06325,0.008459216,,,
174,11,h,3,1,2,22,0.8127,0.0708,0.06043,0.007673627,1,,
175,11,h,3,1,2,22,0.8255,0.0652,0.05501,0.004962627,1,,
176,11,h,3,1,2,22,0.9942,0.0496,0.05515,0.006379873,1,,
177,11,h,3,1,2,31,0.8053,0.0392,0.06051,0.006605292,,,
178,11,h,3,1,2,27,0.8294,0.0613,0.06185,0.005744611,1,,
179,11,h,3,1,2,34,0.7281,0.0292,0.04965,0.004516082,,,
180,12,h,3,1,2,18,0.7469,0.0641,0.05708,0.006834032,,,
181,12,h,3,1,2,18,0.7804,0.0256,0.057744444,0.005879649,,,
182,12,h,3,1,2,18,0.7946,0.0645,0.04897,0.004432469,,,
183,12,h,3,1,2,18,0.8108,0.0661,0.06032,0.002733252,,,
184,12,h,3,1,2,19,0.7394,0.0491,0.05803,0.004841958,,,
185,12,h,3,1,2,19,0.7052,0.0563,0.06063,0.00483116,,,
186,12,h,3,1,2,14,0.8076,0.0581,0.05775,0.004931813,,,
187,12,h,3,1,2,20,0.777,0.0749,0.06432,0.007305827,,,
188,12,h,3,1,2,20,0.7558,0.0672,0.06409,0.004501963,,1,
189,12,h,3,1,2,16,0.8182,0.0659,0.05603,0.006660172,,,
190,12,h,3,1,2,17,0.7732,0.0304,0.0657,0.006590686,,1,
191,12,h,3,1,2,21,0.7505,0.0708,0.05859,0.004674149,1,,
192,12,h,3,1,2,22,0.734,0.0154,0.050185714,0.009319233,,1,
193,12,h,3,1,2,23,0.7205,0.0612,0.061,0.009886916,,,
194,12,h,3,1,2,22,0.756,0.0598,0.0603,0.005523686,,,
195,12,h,3,1,2,21,0.7771,0.0627,0.06053,0.006717647,1,,
196,12,h,3,1,2,21,0.7574,0.0671,0.06208,0.007032591,1,,
197,13,h,4,1,2,16,0.7713,0.0493,0.04002,0.00337303,,,
198,13,h,4,1,2,17,0.7586,0.0357,0.04857,0.00728561,,,
199,13,h,4,1,2,17,0.679,0.0485,0.049488889,0.006529059,,,1
200,13,h,4,1,2,17,0.7886,0.0364,0.0513,0.008886748,,,
201,13,h,4,1,2,17,0.7558,0.043,0.060116667,0.010124311,,,
202,13,h,4,1,2,17,0.7697,0.0672,0.06552,0.00515963,1,,
203,13,h,4,1,2,17,0.7981,0.0448,0.05436,0.007026648,,,
204,13,h,4,1,2,17,0.7641,0.0454,0.046428571,0.005363989,,,1
205,13,h,4,1,2,18,0.7357,0.0637,0.06413,0.00550415,,,
206,13,h,4,1,2,18,0.7618,0.0454,0.04763,0.005745346,,,
207,13,h,4,1,2,18,0.7105,0.0352,0.056042857,0.004972208,,1,
208,13,h,4,1,2,18,0.7401,0.0566,0.05505,0.007803311,,,
209,13,h,4,1,2,18,0.7286,0.0633,0.064844444,0.009119774,,,
210,13,h,4,1,2,18,0.73,0.0419,0.0582625,0.004012102,,,
211,13,h,4,1,2,18,0.7422,0.0412,0.0589375,0.005959611,,1,
212,13,h,4,1,2,18,0.7385,0.0449,0.0536,0.005738685,,,
213,13,h,4,1,2,20,0.7519,0.0544,0.058,0.006383138,1,,
214,13,h,4,1,2,21,0.7492,0.0553,0.05384,0.003768053,1,,
215,13,h,4,1,2,23,0.7114,0.0096,0.069966667,0.003807011,,,
216,13,h,4,1,2,24,0.6893,0.0506,0.04455,0.005047166,1,,
217,13,h,4,1,2,20,0.7929,0.0294,0.05555,0.001974589,,1,
218,13,h,4,1,2,24,0.775,0.0505,0.06028,0.007104427,1,,
219,13,h,4,1,2,20,0.7288,0.0698,0.05886,0.00716972,,,
220,13,h,4,1,2,20,0.7567,0.0424,0.05636,0.005498323,1,1,
221,13,h,4,1,2,24,0.7217,0.0411,0.05431,0.011160093,,,
222,13,h,4,1,2,21,0.7832,0.0742,0.06291,0.00399818,1,,
223,13,h,4,1,2,20,0.7815,0.036,0.0615,0.007723557,,1,
224,14,l,4,1,2,26,0.8048,0.0255,0.057111111,0.009683032,,1,
225,14,l,4,1,2,18,0.8049,0.0429,0.06075,0.005454101,,1,
226,14,l,4,1,2,18,0.7521,0.0627,0.06222,0.00428273,,,
227,14,l,4,1,2,18,0.8253,0.0805,0.0655,0.00578619,,,
228,14,l,4,1,2,18,0.8078,0.0115,0.0606,0.00753702,,1,
229,14,l,4,1,2,18,0.7851,0.0113,0.05885,0.002193171,,1,
230,14,l,4,1,2,18,0.7743,0.018,0.06398,0.008941588,,1,
231,14,l,4,1,2,18,0.797,0.0459,0.05888,0.005998296,1,1,
232,14,l,4,1,2,18,0.7544,0.0799,0.06666,0.010090832,,,
233,14,l,4,1,2,15,0.7863,0.06,0.06225,0.006087008,,,
234,14,l,4,1,2,20,0.8267,0.0192,0.0642,0.00462277,,,
235,14,l,4,1,2,21,0.8319,0.0615,0.05565,0.007641444,,,
236,14,l,4,1,2,24,0.825,0.0282,0.067916667,0.011031848,1,1,
237,14,l,4,1,2,20,0.8588,0.0947,0.06467,0.007540712,,,
238,14,l,4,1,2,20,0.8377,0.0417,0.0565875,0.005207532,1,,
239,14,l,4,1,2,20,0.8234,0.0706,0.06441,0.007783094,,,
240,14,l,4,1,2,20,0.7854,0.087,0.06104,0.00618119,,,
241,14,l,4,1,2,20,0.8237,0.1041,0.06278,0.004346339,,,
242,14,l,4,1,2,20,0.8323,0.0201,0.062633333,0.006922909,1,1,
243,14,l,4,1,2,20,0.8306,0.053,0.06582,0.007736178,,,
244,14,l,4,1,2,26,0.7391,0.0202,0.052714286,0.0030152,,,
245,14,l,4,1,2,21,0.7769,0.0357,0.05791,0.00730623,,1,
246,15,h,4,1,2,17,0.7955,0.0667,0.05727,0.011000813,,,
247,15,h,4,1,2,17,0.7585,0.0484,0.0526,0.006495811,,,1
248,15,h,4,1,2,26,0.8035,0.0632,0.06166,0.004774283,,,
249,15,h,4,1,2,27,0.8209,0.0495,0.04785,0.005476059,,,
250,15,h,4,1,2,18,0.7568,0.0406,0.05514,0.005041428,,,
251,15,h,4,1,2,18,0.7623,0.0554,0.06796,0.010955891,,,
252,15,h,4,1,2,14,0.8389,0.0425,0.052525,0.003484558,1,,1
253,15,h,4,1,2,14,0.6864,0.0563,0.06234,0.006237022,,,
254,15,h,4,1,2,15,0.7471,0.0502,0.04741,0.007556667,,,
255,15,h,4,1,2,16,0.8446,0.0334,0.05944,0.006792021,,,
256,15,h,4,1,2,20,0.8266,0.0708,0.06893,0.003411109,1,,
257,15,h,4,1,2,21,0.8462,0.0683,0.06071,0.012132825,,,
258,15,h,4,1,2,22,0.8001,0.054,0.05273,0.006735651,1,,
259,15,h,4,1,2,23,0.7772,0.0657,0.0643,0.004322551,1,,
260,15,h,4,1,2,25,0.7618,0.0452,0.05504,0.005359353,,,
261,15,h,4,1,2,23,0.7821,0.0536,0.06395,0.004165,,,
262,15,h,4,1,2,23,0.7757,0.0379,0.06121,0.005474476,,,
263,15,h,4,1,2,25,0.8392,0.0481,0.05532,0.00530572,,,
264,15,h,4,1,2,20,0.8234,0.0729,0.0646,0.005646238,,,
265,15,h,4,1,2,21,0.7686,0.0766,0.05832,0.005154028,,,
266,15,h,4,1,2,21,0.7214,0.0631,0.056,0.005278468,,,
267,16,l,4,1,2,17,0.796,0.068,0.06118,0.007963361,,,
268,16,l,4,1,2,17,0.8215,0.0435,0.061388889,0.006014658,,,
269,16,l,4,1,2,17,0.8259,0.057,0.05997,0.009487424,,,
270,16,l,4,1,2,26,0.8037,0.0253,0.05903,0.004460207,,,
271,16,l,4,1,2,18,0.7269,0.061,0.03649,0.004347528,,,
272,16,l,4,1,2,18,0.7434,0.0623,0.04855,0.006511912,,,
273,16,l,4,1,2,18,0.8109,0.0827,0.05975,0.00997934,,,
274,16,l,4,1,2,18,0.7556,0.0695,0.05101,0.00483539,,,
275,16,l,4,1,2,18,0.7375,0.0615,0.04925,0.007992392,,,
276,16,l,4,1,2,19,0.7039,0.0493,0.0429,0.005995739,,,
277,16,l,4,1,2,19,0.7519,0.065,0.0613,0.007283772,,,
278,16,l,4,1,2,20,0.7465,0.0682,0.05458,0.006349593,1,,
279,16,l,4,1,2,21,0.7614,0.062,0.04913,0.00303939,1,,
280,16,l,4,1,2,22,0.7714,0.0363,0.05827,0.004569233,,,
281,16,l,4,1,2,24,0.8185,0.0513,0.05527,0.008771171,,,
282,16,l,4,1,2,25,0.7836,0.0474,0.04804,0.009454123,,,
283,16,l,4,1,2,24,0.7383,0.0376,0.05317,0.007191052,,,
284,16,l,4,1,2,20,0.8333,0.0733,0.04645,0.004692843,1,,
285,16,l,4,1,2,20,0.8094,0.0625,0.06209,0.006164856,,,
286,16,l,4,1,2,25,0.7849,0.0479,0.05907,0.003220093,,,
287,16,l,4,1,2,20,0.7659,0.0763,0.04857,0.003588578,,,
288,16,l,4,1,2,24,0.841,0.0587,0.05274,0.007086952,,,
289,16,l,4,1,2,24,0.7493,0.022,0.07,0.005091169,1,1,1
290,16,l,4,1,2,20,0.8192,0.0755,0.05732,0.006392148,1,,
291,16,l,4,1,2,22,0.7302,0.0761,0.06379,0.00632358,,,
292,16,l,4,1,2,26,0.794,0.0198,0.054914286,0.003863258,,,
293,4,h,1,2,2,19,0.7623,0.0482,0.05758,0.007507152,,,
294,4,h,1,2,2,20,0.6843,0.0471,0.06163,0.004078412,1,,
295,4,h,1,2,2,22,0.6522,0.0481,0.06587,0.008353981,,,
296,4,h,1,2,2,27,0.6875,0.0377,0.05745,0.007038347,,,
297,4,h,1,2,2,35,0.6932,0.0527,0.064244444,0.005022726,,,
298,8,l,2,2,2,19,0.6505,0.0475,0.04948,0.0060615,,,
299,8,l,2,2,2,20,0.6899,0.0208,0.057044444,0.010503346,,,
300,8,l,2,2,2,24,0.6452,0.0133,0.0453,0.005044941,,,1
301,8,l,2,2,2,25,0.6729,0.0241,0.051666667,0.008474078,,,
302,8,l,2,2,2,28,0.6854,0.0458,0.05266,0.007920746,,,
303,8,l,2,2,2,29,0.63,0.0291,0.05585,0.009952035,,,
304,8,l,2,2,2,37,0.8364,0.0466,0.04946,0.007382893,,,1
305,18,h,5,1,2,18,0.7226,0.0632,0.05806,0.009673009,,,
306,18,h,5,1,2,18,0.7663,0.0707,0.06049,0.008305079,,,
307,18,h,5,1,2,18,0.7998,0.0641,0.07237,0.006128993,1,,
308,18,h,5,1,2,18,0.7429,0.0724,0.06064,0.005789492,,,
309,18,h,5,1,2,18,0.7826,0.066,0.06043,0.0039713,,,
310,18,h,5,1,2,18,0.7673,0.065,0.06024,0.007007805,,,
311,18,h,5,1,2,15,0.7011,0.0341,0.0557375,0.010305468,1,,
312,18,h,5,1,2,19,0.7036,0.0621,0.05563,0.007384827,,,
313,18,h,5,1,2,19,0.7503,0.0661,0.05906,0.006865404,,,
314,18,h,5,1,2,19,0.7904,0.0658,0.05811,0.004669868,,,
315,18,h,5,1,2,19,0.751,0.0421,0.05159,0.008031666,,,
316,18,h,5,1,2,19,0.7595,0.0557,0.05183,0.010253568,,,
317,18,h,5,1,2,19,0.7591,0.0533,0.05321,0.014032854,,,
318,18,h,5,1,2,20,0.7075,0.0489,0.05757,0.005767158,,,
319,18,h,5,1,2,16,0.7612,0.0504,0.052477778,0.003903133,,,
320,18,h,5,1,2,16,0.7957,0.0693,0.05577,0.004011664,,,
321,18,h,5,1,2,16,0.8074,0.0649,0.07034,0.005913487,,,
322,18,h,5,1,2,21,0.7264,0.0565,0.06415,0.005407659,1,,
323,18,h,5,1,2,22,0.7372,0.0086,0.0635,0.007264296,,1,
324,18,h,5,1,2,22,0.7133,0.0235,0.061588889,0.003947925,,1,
325,18,h,5,1,2,23,0.6913,0.028,0.05676,0.003439913,,,
326,18,h,5,1,2,13,0.8393,0.0808,0.05804,0.006245923,1,,
327,18,h,5,1,2,14,0.8396,0.0877,0.06515,0.004391975,1,,
328,18,h,5,1,2,21,0.779,0.0451,0.05563,0.007085047,,,
329,18,h,5,1,2,21,0.778,0.0636,0.05454,0.005906719,,,
330,18,h,5,1,2,13,0.7263,0.0688,0.04619,0.005412835,,,
331,19,l,5,1,2,15,0.8322,0.0608,0.0442,0.006282958,,,1
332,19,l,5,1,2,19,0.7381,0.037,0.03702,0.002904326,,,
333,19,l,5,1,2,23,0.7051,0.0539,0.05416,0.004543909,,,
334,19,l,5,1,2,24,0.7359,0.0384,0.04472,0.007994832,,,
335,19,l,5,1,2,16,0.7517,0.0598,0.03755,0.00312241,,,
336,19,l,5,1,2,16,0.7924,0.053,0.0591,0.007221419,,,
337,19,l,5,1,2,17,0.8152,0.0477,0.054625,0.008213534,,,
338,19,l,5,1,2,18,0.8006,0.0552,0.0584,0.00626099,1,,
339,19,l,5,1,2,19,0.6837,0.0547,0.046725,0.003758324,,,
340,19,l,5,1,2,20,0.8102,0.0522,0.04931,0.005302295,,,
341,19,l,5,1,2,21,0.7915,0.0668,0.05873,0.002890617,1,,
342,19,l,5,1,2,22,0.7339,0.0402,0.03761,0.008220496,,,
343,19,l,5,1,2,23,0.7518,0.0428,0.0409,0.005797126,,,1
344,19,l,5,1,2,21,0.7583,0.0623,0.05611,0.005272455,1,,
345,19,l,5,1,2,19,0.7315,0.0364,0.03851,0.006422781,,,1
346,19,l,5,1,2,19,0.7339,0.0417,0.04387,0.008128011,1,1,
347,19,l,5,1,2,21,0.6922,0.048,0.05282,0.007401021,1,,
348,19,l,5,1,2,23,0.7548,0.049,0.03983,0.003093739,,,
349,19,l,5,1,2,19,0.7309,0.0647,0.05888,0.010104323,,1,
350,19,l,5,1,2,19,0.719,0.023,0.0427375,0.006076874,,,1
351,19,l,5,1,2,19,0.6991,0.0464,0.05111,0.007174252,,,
352,19,l,5,1,2,19,0.7839,0.044,0.05489,0.006648718,,,
353,19,l,5,1,2,18,0.7813,0.0572,0.0498,0.008542963,,,
354,19,l,5,1,2,18,0.7707,0.0657,0.05715,0.006615512,,,
355,19,l,5,1,2,18,0.8155,0.0789,0.05801,0.0064535,,,
356,19,l,5,1,2,18,0.8399,0.0666,0.06192,0.004521258,,,
357,19,l,5,1,2,19,0.7832,0.0562,0.04472,0.005735232,,,
358,20,l,5,1,2,18,0.7647,0.0397,0.05379,0.005520155,,,
359,20,l,5,1,2,17,0.731,0.0368,0.05434,0.006992726,,,
360,20,l,5,1,2,18,0.7551,0.0485,0.05246,0.007782916,,,
361,20,l,5,1,2,21,0.7365,0.0315,0.04356,0.007556042,,,
362,20,l,5,1,2,19,0.7937,0.0214,0.0531625,0.010718734,,1,
363,20,l,5,1,2,19,0.8052,0.052,0.06132,0.005971934,,,
364,20,l,5,1,2,13,0.8277,0.0519,0.0369,0.006071976,,,
365,20,l,5,1,2,13,0.7606,0.058,0.03392,0.002753099,,,1
366,20,l,5,1,2,14,0.806,0.0601,0.05196,0.008314004,,,
367,20,l,5,1,2,15,0.7814,0.0328,0.04726,0.007937702,,1,
368,20,l,5,1,2,15,0.8014,0.066,0.05147,0.004573608,,,
369,20,l,5,1,2,9,0.8489,0.075,0.04858,0.006550284,,,
370,20,l,5,1,2,16,0.7393,0.0485,0.0471,0.00736463,,,
371,20,l,5,1,2,21,0.7955,0.0685,0.06127,0.006304681,,1,
372,20,l,5,1,2,11,0.8942,0.0523,0.03927,0.001407954,,,1
373,20,l,5,1,2,12,0.7724,0.0514,0.05129,0.005083404,,1,
374,20,l,5,1,2,15,0.8231,0.0753,0.04878,0.007871722,,,
375,20,l,5,1,2,21,0.8099,0.0302,0.05458,0.004765338,,1,
376,20,l,5,1,2,21,0.8135,0.0577,0.05935,0.007729776,,,
377,20,l,5,1,2,21,0.812,0.0768,0.05743,0.004211373,,,
378,20,l,5,1,2,15,0.7129,0.0704,0.0413,0.008644202,,,1
379,20,l,5,1,2,11,0.7351,0.0563,0.04114,0.00618101,,,1
380,20,l,5,1,2,12,0.7844,0.034,0.040255556,0.006180637,,,1
381,20,l,5,1,2,11,0.813,0.076,0.06421,0.005419399,1,,
382,20,l,5,1,2,12,0.7641,0.0591,0.05916,0.004131774,1,,
383,20,l,5,1,2,15,0.7886,0.0603,0.04409,0.005709339,1,,
384,20,l,5,1,2,15,0.7526,0.053,0.04538,0.006465945,1,,
385,17,h,5,2,2,21,0.6482,0.0537,0.05511,0.003545717,,,
386,17,h,5,2,2,22,0.6891,0.0464,0.04737,0.007288659,1,,
387,17,h,5,2,2,22,0.6632,0.0399,0.04537,0.005060973,,,1
388,17,h,5,2,2,22,0.6152,0.0437,0.04489,0.004644818,,,
389,17,h,5,2,2,23,0.6093,0.0365,0.05858,0.009411081,1,,
390,17,h,5,2,2,25,0.6452,0.0389,0.04953,0.00412258,,,
391,17,h,5,2,2,26,0.6872,0.0354,0.05406,0.006411136,,,
392,17,h,5,2,2,27,0.668,0.0428,0.054855556,0.008072346,,,
393,17,h,5,2,2,28,0.5939,0.0233,0.049866667,0.00584283,,,
394,17,h,5,2,2,29,0.6261,0.035,0.046144444,0.005697173,,,
395,17,h,5,2,2,30,0.6433,0.0249,0.06242,0.003365445,,,
396,19,l,5,2,2,17,0.6847,0.041,0.044977778,0.005207633,,,1
397,19,l,5,2,2,19,0.9133,0.0386,0.04934,0.005073942,,,
398,19,l,5,2,2,20,0.6791,0.0363,0.0481,0.005629683,,,
399,19,l,5,2,2,21,0.6393,0.0332,0.03929,0.006758114,,,
400,19,l,5,2,2,21,0.6543,0.0341,0.03834,0.007410083,1,,
401,19,l,5,2,2,21,0.6343,0.0375,0.04065,0.007024283,,,
402,19,l,5,2,2,21,0.693,0.0411,0.0502,0.004802546,1,,
403,19,l,5,2,2,22,0.6295,0.0397,0.04162,0.003274413,,,
404,19,l,5,2,2,22,0.6136,0.0352,0.045,0.003900997,1,,
405,19,l,5,2,2,26,0.6721,0.0367,0.06053,0.005832676,,,
